Date,Crop,Category,Market,District,State,Min_Price,Max_Price,Modal_Price,Quantity
25-06-2025,Toor Dal,Pulses,Dharwad APMC,Mysuru,Karnataka,2102,39602,26827,587
26-06-2025,Potato,Vegetables,Kalaburagi APMC,Chitradurga,Karnataka,6243,18275,12657,970
27-06-2025,Maize,Cereals,Hubballi APMC,Chikkamagaluru,Karnataka,7614,18866,11548,103
28-06-2025,Guava,Fruits,Bhadravati APMC,Chikkamagaluru,Karnataka,9707,25216,15113,590
29-06-2025,Bajra,Cereals,Bengaluru APMC,Davangere,Karnataka,6223,54065,34376,516
30-06-2025,Green Chilli,Vegetables,Udupi APMC,Tumakuru,Karnataka,9584,33484,18511,914
01-07-2025,Copra,Plantation,Raichur APMC,Shivamogga,Karnataka,1630,26153,12208,213
02-07-2025,Watermelon,Fruits,Mysuru APMC,Udupi,Karnataka,7683,19564,13563,831
03-07-2025,Beans,Vegetables,Chikkamagaluru APMC,Belagavi,Karnataka,1277,44314,14614,383
04-07-2025,Bengal Gram,Pulses,Sagar APMC,Mysuru,Karnataka,1232,12862,5879,596
05-07-2025,Carrot,Vegetables,Chitradurga APMC,Bengaluru,Karnataka,6690,37479,20950,847
06-07-2025,Copra,Plantation,Hassan APMC,Belagavi,Karnataka,8659,41182,22054,397
07-07-2025,Watermelon,Fruits,Chitradurga APMC,Bengaluru,Karnataka,1025,28983,10937,322
08-07-2025,Jola (Jowar),Cereals,Hassan APMC,Chitradurga,Karnataka,8468,20163,15382,769
09-07-2025,Groundnut,Oilseeds,Tumakuru APMC,Raichur,Karnataka,7410,32231,22930,799
10-07-2025,Brinjal,Vegetables,Hassan APMC,Raichur,Karnataka,9652,22914,14996,463
11-07-2025,Sugarcane,Commercial Crops,Kalaburagi APMC,Raichur,Karnataka,4764,16209,11743,549
12-07-2025,Brinjal,Vegetables,Udupi APMC,Belagavi,Karnataka,7599,34035,19607,142
13-07-2025,Green Gram,Pulses,Mysuru APMC,Mysuru,Karnataka,6102,26051,16130,734
14-07-2025,Watermelon,Fruits,Mysuru APMC,Udupi,Karnataka,8006,41969,29824,128
15-07-2025,Ragi,Cereals,Kalaburagi APMC,Belagavi,Karnataka,4483,44415,28441,671
16-07-2025,Jola (Jowar),Cereals,Hubballi APMC,Mysuru,Karnataka,2994,19895,13507,266
17-07-2025,Groundnut,Oilseeds,Tumakuru APMC,Hassan,Karnataka,9682,53169,25108,996
18-07-2025,Brinjal,Vegetables,Chikkamagaluru APMC,Chitradurga,Karnataka,2072,20669,8170,407
19-07-2025,Potato,Vegetables,Vijayapura APMC,Udupi,Karnataka,7707,24562,18787,667
20-07-2025,Banana,Fruits,Thirthahalli APMC,Raichur,Karnataka,1215,29893,14267,556
21-07-2025,Grapes,Fruits,Chitradurga APMC,Dharwad,Karnataka,8605,26868,16187,608
22-07-2025,Bajra,Cereals,Sagar APMC,Chitradurga,Karnataka,3606,39411,24727,230
23-07-2025,Capsicum,Vegetables,Hassan APMC,Bengaluru,Karnataka,9350,45493,32285,625
24-07-2025,Cotton,Commercial Crops,Bengaluru APMC,Raichur,Karnataka,5781,27655,19890,295
25-07-2025,Soybean,Oilseeds,Dharwad APMC,Chikkamagaluru,Karnataka,4313,41842,20315,293
26-07-2025,Cotton,Commercial Crops,Chikkamagaluru APMC,Tumakuru,Karnataka,8763,39629,28545,555
27-07-2025,Horse Gram,Pulses,Kalaburagi APMC,Chikkamagaluru,Karnataka,6939,31018,14557,471
28-07-2025,Pomegranate,Fruits,Udupi APMC,Raichur,Karnataka,3295,20538,8810,369
29-07-2025,Guava,Fruits,Udupi APMC,Chitradurga,Karnataka,6685,46557,28591,136
30-07-2025,Papaya,Fruits,Belagavi APMC,Udupi,Karnataka,2696,21714,8881,266
31-07-2025,Copra,Plantation,Belagavi APMC,Dharwad,Karnataka,2946,25046,12446,539
01-08-2025,Sugarcane,Commercial Crops,Dharwad APMC,Bengaluru,Karnataka,3783,33583,20742,568
02-08-2025,Coconut,Plantation,Thirthahalli APMC,Dharwad,Karnataka,4644,41554,20696,327
03-08-2025,Sesame,Oilseeds,Belagavi APMC,Belagavi,Karnataka,6241,45678,20905,898
04-08-2025,Sunflower,Oilseeds,Mysuru APMC,Kalaburagi,Karnataka,7420,55008,27052,771
05-08-2025,Green Chilli,Vegetables,Udupi APMC,Bengaluru,Karnataka,8557,29558,18701,218
06-08-2025,Ragi,Cereals,Kalaburagi APMC,Raichur,Karnataka,3645,33587,18321,379
07-08-2025,Jola (Jowar),Cereals,Chitradurga APMC,Belagavi,Karnataka,7589,38451,26514,699
08-08-2025,Soybean,Oilseeds,Kalaburagi APMC,Kalaburagi,Karnataka,7353,29022,20356,490
09-08-2025,Tomato,Vegetables,Davanagere APMC,Mysuru,Karnataka,2932,28848,15442,440
10-08-2025,Horse Gram,Pulses,Hassan APMC,Udupi,Karnataka,2757,23635,16083,545
11-08-2025,Cowpea,Pulses,Sagar APMC,Vijayapura,Karnataka,6085,19070,10574,430
12-08-2025,Bengal Gram,Pulses,Bengaluru APMC,Mysuru,Karnataka,6637,49006,23675,355
13-08-2025,Capsicum,Vegetables,Sagar APMC,Davangere,Karnataka,2116,20228,13548,791
14-08-2025,Soybean,Oilseeds,Hubballi APMC,Dharwad,Karnataka,1492,30423,14546,869
15-08-2025,Green Gram,Pulses,Shivamogga APMC,Vijayapura,Karnataka,9811,47151,35668,722
16-08-2025,Grapes,Fruits,Tumakuru APMC,Belagavi,Karnataka,8888,19224,13916,562
17-08-2025,Cowpea,Pulses,Udupi APMC,Hassan,Karnataka,7474,36837,25584,797
18-08-2025,Onion,Vegetables,Raichur APMC,Mysuru,Karnataka,5958,19926,12396,998
19-08-2025,Brinjal,Vegetables,Davanagere APMC,Davangere,Karnataka,3743,47421,24271,237
20-08-2025,Green Gram,Pulses,Thirthahalli APMC,Shivamogga,Karnataka,8866,35145,20774,979
21-08-2025,Brinjal,Vegetables,Udupi APMC,Vijayapura,Karnataka,8160,21289,15875,565
22-08-2025,Guava,Fruits,Kalaburagi APMC,Chikkamagaluru,Karnataka,6451,54666,31475,962
23-08-2025,Carrot,Vegetables,Raichur APMC,Bengaluru,Karnataka,6258,55155,39386,693
24-08-2025,Green Gram,Pulses,Hassan APMC,Davangere,Karnataka,9548,25398,15894,476
25-08-2025,Brinjal,Vegetables,Thirthahalli APMC,Udupi,Karnataka,8186,38774,18593,551
26-08-2025,Brinjal,Vegetables,Bhadravati APMC,Vijayapura,Karnataka,7102,29051,17139,779
27-08-2025,Pomegranate,Fruits,Thirthahalli APMC,Mysuru,Karnataka,1619,20138,11743,309
28-08-2025,Guava,Fruits,Bhadravati APMC,Udupi,Karnataka,1882,38257,25319,562
29-08-2025,Beans,Vegetables,Hubballi APMC,Chikkamagaluru,Karnataka,9988,53070,28879,120
30-08-2025,Arecanut (Betel Nut),Plantation,Bhadravati APMC,Hassan,Karnataka,4642,26379,16848,527
31-08-2025,Black Gram,Pulses,Thirthahalli APMC,Dharwad,Karnataka,2296,13430,7196,227
01-09-2025,Banana,Fruits,Chitradurga APMC,Dharwad,Karnataka,9436,30374,20887,506
02-09-2025,Sugarcane,Commercial Crops,Tumakuru APMC,Raichur,Karnataka,3895,38381,26446,238
03-09-2025,Groundnut,Oilseeds,Bengaluru APMC,Udupi,Karnataka,7593,43689,21762,340
04-09-2025,Brinjal,Vegetables,Udupi APMC,Chitradurga,Karnataka,1929,17521,9128,569
05-09-2025,Cabbage,Vegetables,Sagar APMC,Belagavi,Karnataka,6366,34474,25966,814
06-09-2025,Groundnut,Oilseeds,Belagavi APMC,Hassan,Karnataka,9711,36981,27366,969
07-09-2025,Papaya,Fruits,Kalaburagi APMC,Dharwad,Karnataka,4212,41861,24010,341
08-09-2025,Bajra,Cereals,Mysuru APMC,Hassan,Karnataka,3409,24406,14047,995
09-09-2025,Coconut,Plantation,Hubballi APMC,Davangere,Karnataka,9199,52688,27196,805
10-09-2025,Wheat,Cereals,Shivamogga APMC,Hassan,Karnataka,4423,23527,14107,684
11-09-2025,Potato,Vegetables,Sagar APMC,Tumakuru,Karnataka,7976,18846,14925,860
12-09-2025,Rice (Akki),Cereals,Mysuru APMC,Chikkamagaluru,Karnataka,8594,47278,30801,332
13-09-2025,Bengal Gram,Pulses,Thirthahalli APMC,Dharwad,Karnataka,6158,55677,26759,593
14-09-2025,Cauliflower,Vegetables,Vijayapura APMC,Hassan,Karnataka,4667,49191,21612,895
15-09-2025,Wheat,Cereals,Bengaluru APMC,Udupi,Karnataka,6973,47930,23605,426
16-09-2025,Banana,Fruits,Udupi APMC,Shivamogga,Karnataka,7236,51121,23381,707
17-09-2025,Ragi,Cereals,Dharwad APMC,Tumakuru,Karnataka,9277,54873,24700,205
18-09-2025,Coconut,Plantation,Dharwad APMC,Tumakuru,Karnataka,3468,43334,22112,557
19-09-2025,Capsicum,Vegetables,Bhadravati APMC,Belagavi,Karnataka,7217,47893,21263,462
20-09-2025,Horse Gram,Pulses,Davanagere APMC,Hassan,Karnataka,4619,28497,13424,577
21-09-2025,Cotton,Commercial Crops,Davanagere APMC,Raichur,Karnataka,2636,52396,28458,404
22-09-2025,Carrot,Vegetables,Chitradurga APMC,Belagavi,Karnataka,9155,46714,22896,608
23-09-2025,Potato,Vegetables,Belagavi APMC,Kalaburagi,Karnataka,4583,21354,10043,812
24-09-2025,Tobacco,Commercial Crops,Hassan APMC,Belagavi,Karnataka,5009,31535,16334,236
25-09-2025,Beans,Vegetables,Hubballi APMC,Shivamogga,Karnataka,4326,44222,19811,80
26-09-2025,Groundnut,Oilseeds,Dharwad APMC,Davangere,Karnataka,9148,51071,30366,309
27-09-2025,Banana,Fruits,Tumakuru APMC,Hassan,Karnataka,3217,49420,18970,470
28-09-2025,Mango,Fruits,Bhadravati APMC,Mysuru,Karnataka,5967,55357,35636,578
29-09-2025,Papaya,Fruits,Tumakuru APMC,Dharwad,Karnataka,3369,26221,18508,600
30-09-2025,Ragi,Cereals,Chitradurga APMC,Belagavi,Karnataka,4638,16486,11716,353
01-10-2025,Cotton,Commercial Crops,Raichur APMC,Chikkamagaluru,Karnataka,6722,47749,27774,991
02-10-2025,Bajra,Cereals,Bhadravati APMC,Bengaluru,Karnataka,5444,50908,34735,993
03-10-2025,Brinjal,Vegetables,Sagar APMC,Chikkamagaluru,Karnataka,8618,53103,34329,88
04-10-2025,Arecanut (Betel Nut),Plantation,Davanagere APMC,Shivamogga,Karnataka,4947,34403,13908,538
05-10-2025,Wheat,Cereals,Davanagere APMC,Shivamogga,Karnataka,2676,21935,11490,693
06-10-2025,Green Chilli,Vegetables,Shivamogga APMC,Udupi,Karnataka,2196,47750,31368,591
07-10-2025,Wheat,Cereals,Mysuru APMC,Kalaburagi,Karnataka,3787,27196,14048,719
08-10-2025,Grapes,Fruits,Udupi APMC,Kalaburagi,Karnataka,8432,22223,12764,327
09-10-2025,Jola (Jowar),Cereals,Thirthahalli APMC,Davangere,Karnataka,8927,44791,30391,252
10-10-2025,Tomato,Vegetables,Belagavi APMC,Raichur,Karnataka,4318,50957,33272,115
11-10-2025,Pomegranate,Fruits,Hubballi APMC,Dharwad,Karnataka,9858,54432,26094,157
12-10-2025,Pomegranate,Fruits,Chikkamagaluru APMC,Vijayapura,Karnataka,7689,35577,22050,317
13-10-2025,Bengal Gram,Pulses,Bengaluru APMC,Belagavi,Karnataka,3176,32868,14363,271
14-10-2025,Bengal Gram,Pulses,Sagar APMC,Chikkamagaluru,Karnataka,4743,38244,24431,853
15-10-2025,Copra,Plantation,Dharwad APMC,Bengaluru,Karnataka,9792,33096,19314,579
16-10-2025,Arecanut (Betel Nut),Plantation,Vijayapura APMC,Shivamogga,Karnataka,5422,42949,21427,139
17-10-2025,Cotton,Commercial Crops,Bengaluru APMC,Shivamogga,Karnataka,4824,32898,22735,742
18-10-2025,Sesame,Oilseeds,Bengaluru APMC,Davangere,Karnataka,3451,29000,15984,304
19-10-2025,Black Gram,Pulses,Udupi APMC,Bengaluru,Karnataka,1628,41591,24323,504
20-10-2025,Ragi,Cereals,Hassan APMC,Chitradurga,Karnataka,8778,44698,25335,302
21-10-2025,Groundnut,Oilseeds,Shivamogga APMC,Bengaluru,Karnataka,4696,45522,21810,306
22-10-2025,Maize,Cereals,Davanagere APMC,Davangere,Karnataka,4674,50745,30022,432
23-10-2025,Ragi,Cereals,Mysuru APMC,Shivamogga,Karnataka,4929,30990,14362,491
24-10-2025,Turmeric,Commercial Crops,Chikkamagaluru APMC,Dharwad,Karnataka,3765,42575,21198,907
25-10-2025,Capsicum,Vegetables,Udupi APMC,Hassan,Karnataka,5369,38169,17952,648
26-10-2025,Mango,Fruits,Shivamogga APMC,Hassan,Karnataka,9307,29247,20839,139
27-10-2025,Brinjal,Vegetables,Chikkamagaluru APMC,Davangere,Karnataka,5956,19880,15392,798
28-10-2025,Green Chilli,Vegetables,Davanagere APMC,Bengaluru,Karnataka,1692,39746,28261,439
29-10-2025,Green Gram,Pulses,Hubballi APMC,Belagavi,Karnataka,4162,23945,13660,631
30-10-2025,Watermelon,Fruits,Davanagere APMC,Davangere,Karnataka,2105,49358,21054,93
31-10-2025,Carrot,Vegetables,Udupi APMC,Dharwad,Karnataka,4008,27241,15093,761
01-11-2025,Mango,Fruits,Davanagere APMC,Davangere,Karnataka,3161,37645,25193,713
02-11-2025,Jola (Jowar),Cereals,Raichur APMC,Tumakuru,Karnataka,9345,44413,22755,647
03-11-2025,Cowpea,Pulses,Raichur APMC,Kalaburagi,Karnataka,4699,14890,11637,68
04-11-2025,Ragi,Cereals,Udupi APMC,Chikkamagaluru,Karnataka,4786,39860,20104,150
05-11-2025,Wheat,Cereals,Hubballi APMC,Bengaluru,Karnataka,5200,20117,15557,963
06-11-2025,Cauliflower,Vegetables,Hubballi APMC,Raichur,Karnataka,2913,51512,33795,656
07-11-2025,Cauliflower,Vegetables,Chitradurga APMC,Udupi,Karnataka,6520,42352,28859,815
08-11-2025,Arecanut (Betel Nut),Plantation,Udupi APMC,Udupi,Karnataka,2772,33478,15888,406
09-11-2025,Tomato,Vegetables,Kalaburagi APMC,Bengaluru,Karnataka,3780,27462,10968,591
10-11-2025,Sunflower,Oilseeds,Dharwad APMC,Raichur,Karnataka,8423,45185,25071,810
11-11-2025,Pomegranate,Fruits,Bhadravati APMC,Vijayapura,Karnataka,3871,37254,17916,987
12-11-2025,Cotton,Commercial Crops,Hassan APMC,Dharwad,Karnataka,1660,39456,13564,82
13-11-2025,Sesame,Oilseeds,Davanagere APMC,Tumakuru,Karnataka,7242,40908,24147,278
14-11-2025,Rice (Akki),Cereals,Shivamogga APMC,Tumakuru,Karnataka,2132,37794,18580,573
15-11-2025,Horse Gram,Pulses,Sagar APMC,Shivamogga,Karnataka,1699,46341,26423,679
16-11-2025,Watermelon,Fruits,Chitradurga APMC,Chikkamagaluru,Karnataka,8470,56001,34540,911
17-11-2025,Grapes,Fruits,Davanagere APMC,Hassan,Karnataka,7297,27531,14344,204
18-11-2025,Mango,Fruits,Davanagere APMC,Mysuru,Karnataka,8812,28033,22090,472
19-11-2025,Grapes,Fruits,Shivamogga APMC,Dharwad,Karnataka,5557,26967,13581,954
20-11-2025,Mango,Fruits,Raichur APMC,Mysuru,Karnataka,3179,27698,14902,295
21-11-2025,Coconut,Plantation,Dharwad APMC,Chitradurga,Karnataka,9275,20326,14748,454
22-11-2025,Cauliflower,Vegetables,Udupi APMC,Mysuru,Karnataka,2422,22187,14780,893
23-11-2025,Sunflower,Oilseeds,Bengaluru APMC,Bengaluru,Karnataka,4180,25562,11443,808
24-11-2025,Beans,Vegetables,Kalaburagi APMC,Udupi,Karnataka,5316,27896,15962,590
25-11-2025,Mango,Fruits,Chikkamagaluru APMC,Udupi,Karnataka,7696,50019,31033,210
26-11-2025,Grapes,Fruits,Bhadravati APMC,Hassan,Karnataka,1614,23553,10084,796
27-11-2025,Banana,Fruits,Kalaburagi APMC,Bengaluru,Karnataka,5570,45534,27590,751
28-11-2025,Onion,Vegetables,Tumakuru APMC,Mysuru,Karnataka,1270,11577,8170,166
29-11-2025,Sunflower,Oilseeds,Hubballi APMC,Raichur,Karnataka,3468,16827,12806,320
30-11-2025,Cauliflower,Vegetables,Chikkamagaluru APMC,Chitradurga,Karnataka,4607,44255,17016,819
01-12-2025,Arecanut (Betel Nut),Plantation,Kalaburagi APMC,Vijayapura,Karnataka,4075,50019,22188,741
02-12-2025,Wheat,Cereals,Udupi APMC,Kalaburagi,Karnataka,1289,45308,19958,536
03-12-2025,Cabbage,Vegetables,Chitradurga APMC,Belagavi,Karnataka,9120,57254,31245,934
04-12-2025,Maize,Cereals,Belagavi APMC,Udupi,Karnataka,7614,44937,22428,221
05-12-2025,Bengal Gram,Pulses,Vijayapura APMC,Dharwad,Karnataka,4252,20478,10441,999
06-12-2025,Arecanut (Betel Nut),Plantation,Kalaburagi APMC,Raichur,Karnataka,8415,40104,30021,323
07-12-2025,Bengal Gram,Pulses,Bengaluru APMC,Dharwad,Karnataka,7771,48742,35115,308
08-12-2025,Arecanut (Betel Nut),Plantation,Mysuru APMC,Shivamogga,Karnataka,1278,37232,12740,184
09-12-2025,Sugarcane,Commercial Crops,Kalaburagi APMC,Davangere,Karnataka,1580,36003,16572,732
10-12-2025,Onion,Vegetables,Shivamogga APMC,Belagavi,Karnataka,5958,46349,24621,771
11-12-2025,Wheat,Cereals,Mysuru APMC,Udupi,Karnataka,9445,33775,19070,797
12-12-2025,Mango,Fruits,Chitradurga APMC,Chitradurga,Karnataka,5276,20167,13489,471
13-12-2025,Bajra,Cereals,Davanagere APMC,Tumakuru,Karnataka,8997,23989,17335,470
14-12-2025,Rice (Akki),Cereals,Hubballi APMC,Udupi,Karnataka,5776,17737,13433,235
15-12-2025,Groundnut,Oilseeds,Hubballi APMC,Raichur,Karnataka,1824,24321,15240,978
16-12-2025,Horse Gram,Pulses,Bhadravati APMC,Shivamogga,Karnataka,4832,47383,26832,413
17-12-2025,Tomato,Vegetables,Shivamogga APMC,Dharwad,Karnataka,9891,30739,21596,656
18-12-2025,Soybean,Oilseeds,Chikkamagaluru APMC,Mysuru,Karnataka,6445,29700,15970,427
19-12-2025,Green Chilli,Vegetables,Bengaluru APMC,Tumakuru,Karnataka,2380,16947,10206,572
20-12-2025,Horse Gram,Pulses,Kalaburagi APMC,Bengaluru,Karnataka,7534,56815,31962,629
21-12-2025,Soybean,Oilseeds,Kalaburagi APMC,Chikkamagaluru,Karnataka,4156,34545,14894,940
22-12-2025,Green Gram,Pulses,Raichur APMC,Mysuru,Karnataka,5307,31874,15855,771
23-12-2025,Maize,Cereals,Mysuru APMC,Chikkamagaluru,Karnataka,6634,19992,12200,245
24-12-2025,Turmeric,Commercial Crops,Hubballi APMC,Belagavi,Karnataka,9575,42574,31675,930
25-12-2025,Maize,Cereals,Mysuru APMC,Vijayapura,Karnataka,6810,27798,15041,147
26-12-2025,Potato,Vegetables,Raichur APMC,Davangere,Karnataka,9533,51054,26793,654
27-12-2025,Jola (Jowar),Cereals,Udupi APMC,Vijayapura,Karnataka,6934,22632,13963,71
28-12-2025,Capsicum,Vegetables,Mysuru APMC,Tumakuru,Karnataka,4109,15382,10484,499
29-12-2025,Jola (Jowar),Cereals,Dharwad APMC,Hassan,Karnataka,5082,42625,18121,221
30-12-2025,Beans,Vegetables,Thirthahalli APMC,Tumakuru,Karnataka,4240,45589,32423,432
31-12-2025,Cabbage,Vegetables,Shivamogga APMC,Vijayapura,Karnataka,7028,28269,20755,183
01-01-2026,Capsicum,Vegetables,Shivamogga APMC,Udupi,Karnataka,2849,22346,13200,475
02-01-2026,Copra,Plantation,Vijayapura APMC,Raichur,Karnataka,9497,52200,33821,74
03-01-2026,Cotton,Commercial Crops,Dharwad APMC,Dharwad,Karnataka,3749,45703,16615,552
04-01-2026,Wheat,Cereals,Vijayapura APMC,Udupi,Karnataka,7680,25682,15521,234
05-01-2026,Coconut,Plantation,Davanagere APMC,Udupi,Karnataka,1205,15452,10013,134
06-01-2026,Brinjal,Vegetables,Hassan APMC,Raichur,Karnataka,8352,40050,18844,616
07-01-2026,Tobacco,Commercial Crops,Bhadravati APMC,Raichur,Karnataka,5591,35329,17871,812
08-01-2026,Cotton,Commercial Crops,Kalaburagi APMC,Belagavi,Karnataka,4450,25153,15508,193
09-01-2026,Bajra,Cereals,Chitradurga APMC,Mysuru,Karnataka,8214,35784,19313,912
10-01-2026,Ragi,Cereals,Hassan APMC,Hassan,Karnataka,4811,27203,19894,959
11-01-2026,Wheat,Cereals,Shivamogga APMC,Hassan,Karnataka,6141,48440,21048,728
12-01-2026,Cowpea,Pulses,Hassan APMC,Udupi,Karnataka,9501,35142,25372,461
13-01-2026,Carrot,Vegetables,Vijayapura APMC,Chikkamagaluru,Karnataka,3708,27706,15783,273
14-01-2026,Mango,Fruits,Belagavi APMC,Belagavi,Karnataka,2991,19296,12776,269
15-01-2026,Sesame,Oilseeds,Hassan APMC,Chitradurga,Karnataka,9463,52189,27591,228
16-01-2026,Carrot,Vegetables,Belagavi APMC,Udupi,Karnataka,4273,33055,18831,680
17-01-2026,Beans,Vegetables,Hassan APMC,Davangere,Karnataka,5538,28259,20142,482
18-01-2026,Black Gram,Pulses,Chikkamagaluru APMC,Dharwad,Karnataka,9712,59475,33934,314
19-01-2026,Carrot,Vegetables,Thirthahalli APMC,Raichur,Karnataka,4722,27149,14677,478
20-01-2026,Tobacco,Commercial Crops,Bhadravati APMC,Mysuru,Karnataka,4551,35117,20276,711
21-01-2026,Cauliflower,Vegetables,Chitradurga APMC,Bengaluru,Karnataka,3832,16062,11010,465
22-01-2026,Arecanut (Betel Nut),Plantation,Dharwad APMC,Raichur,Karnataka,6679,23190,14562,502
23-01-2026,Carrot,Vegetables,Thirthahalli APMC,Davangere,Karnataka,7579,43756,32018,776
24-01-2026,Guava,Fruits,Chitradurga APMC,Chikkamagaluru,Karnataka,1152,15917,7323,246
25-01-2026,Ragi,Cereals,Chitradurga APMC,Tumakuru,Karnataka,6754,37108,21633,603
26-01-2026,Green Gram,Pulses,Bhadravati APMC,Kalaburagi,Karnataka,3800,37729,24251,102
27-01-2026,Papaya,Fruits,Kalaburagi APMC,Tumakuru,Karnataka,6310,45130,28657,529
28-01-2026,Sunflower,Oilseeds,Belagavi APMC,Vijayapura,Karnataka,3610,43133,29120,492
29-01-2026,Tobacco,Commercial Crops,Hassan APMC,Davangere,Karnataka,2104,17656,12971,379
30-01-2026,Sesame,Oilseeds,Belagavi APMC,Vijayapura,Karnataka,8361,18988,13364,300
31-01-2026,Carrot,Vegetables,Chikkamagaluru APMC,Udupi,Karnataka,5199,27188,12773,856
01-02-2026,Brinjal,Vegetables,Shivamogga APMC,Bengaluru,Karnataka,4854,28634,12277,939
02-02-2026,Tomato,Vegetables,Tumakuru APMC,Shivamogga,Karnataka,8263,24852,18063,832
03-02-2026,Sesame,Oilseeds,Hubballi APMC,Raichur,Karnataka,2914,47726,32024,974
04-02-2026,Onion,Vegetables,Shivamogga APMC,Shivamogga,Karnataka,8365,46493,23170,172
05-02-2026,Rice (Akki),Cereals,Udupi APMC,Chikkamagaluru,Karnataka,4072,52724,21751,928
06-02-2026,Carrot,Vegetables,Tumakuru APMC,Udupi,Karnataka,1406,39196,13683,436
07-02-2026,Sesame,Oilseeds,Hubballi APMC,Hassan,Karnataka,1166,11415,7613,388
08-02-2026,Toor Dal,Pulses,Shivamogga APMC,Raichur,Karnataka,1508,30817,13951,827
09-02-2026,Jola (Jowar),Cereals,Raichur APMC,Vijayapura,Karnataka,2661,38562,19200,397
10-02-2026,Tomato,Vegetables,Raichur APMC,Hassan,Karnataka,4664,38240,21489,78
11-02-2026,Coconut,Plantation,Sagar APMC,Mysuru,Karnataka,4489,45997,30879,84
12-02-2026,Grapes,Fruits,Udupi APMC,Chitradurga,Karnataka,1680,20855,12424,567
13-02-2026,Papaya,Fruits,Chitradurga APMC,Bengaluru,Karnataka,3524,38988,22888,445
14-02-2026,Sunflower,Oilseeds,Chikkamagaluru APMC,Chitradurga,Karnataka,3120,29380,12843,672
15-02-2026,Potato,Vegetables,Sagar APMC,Bengaluru,Karnataka,6260,51700,29220,343
16-02-2026,Pomegranate,Fruits,Mysuru APMC,Tumakuru,Karnataka,5357,44903,28537,638
17-02-2026,Brinjal,Vegetables,Dharwad APMC,Belagavi,Karnataka,2363,14350,10626,398
18-02-2026,Bengal Gram,Pulses,Dharwad APMC,Raichur,Karnataka,3292,38397,16652,196
19-02-2026,Watermelon,Fruits,Bengaluru APMC,Vijayapura,Karnataka,2538,25486,9510,116
20-02-2026,Arecanut (Betel Nut),Plantation,Bhadravati APMC,Chitradurga,Karnataka,4408,27434,12009,953
21-02-2026,Watermelon,Fruits,Dharwad APMC,Chikkamagaluru,Karnataka,8742,21515,14494,569
22-02-2026,Tobacco,Commercial Crops,Hassan APMC,Shivamogga,Karnataka,9752,29630,22240,171
23-02-2026,Carrot,Vegetables,Sagar APMC,Kalaburagi,Karnataka,2903,23280,9074,389
24-02-2026,Potato,Vegetables,Mysuru APMC,Chikkamagaluru,Karnataka,1174,18521,9547,224
25-02-2026,Arecanut (Betel Nut),Plantation,Vijayapura APMC,Hassan,Karnataka,3230,47006,22128,949
26-02-2026,Groundnut,Oilseeds,Bhadravati APMC,Hassan,Karnataka,5287,19070,9711,740
27-02-2026,Sugarcane,Commercial Crops,Chitradurga APMC,Chitradurga,Karnataka,5160,19458,12024,646
28-02-2026,Potato,Vegetables,Udupi APMC,Kalaburagi,Karnataka,8106,22774,14001,500
01-03-2026,Maize,Cereals,Davanagere APMC,Davangere,Karnataka,4171,34842,17689,606
02-03-2026,Bengal Gram,Pulses,Bhadravati APMC,Mysuru,Karnataka,2567,47387,28663,185
03-03-2026,Jola (Jowar),Cereals,Vijayapura APMC,Raichur,Karnataka,2151,46635,24776,904
04-03-2026,Coconut,Plantation,Davanagere APMC,Bengaluru,Karnataka,8619,51697,23690,65
05-03-2026,Guava,Fruits,Hubballi APMC,Dharwad,Karnataka,7033,37955,28201,382
06-03-2026,Tobacco,Commercial Crops,Udupi APMC,Vijayapura,Karnataka,9560,53588,33968,244
07-03-2026,Mango,Fruits,Thirthahalli APMC,Chikkamagaluru,Karnataka,5946,36262,24328,545
08-03-2026,Green Gram,Pulses,Hubballi APMC,Vijayapura,Karnataka,9234,30694,16352,58
09-03-2026,Turmeric,Commercial Crops,Chikkamagaluru APMC,Hassan,Karnataka,2907,29875,11505,877
10-03-2026,Copra,Plantation,Vijayapura APMC,Belagavi,Karnataka,4490,44756,16883,383
11-03-2026,Pomegranate,Fruits,Chitradurga APMC,Tumakuru,Karnataka,3535,43744,18634,382
12-03-2026,Bajra,Cereals,Dharwad APMC,Shivamogga,Karnataka,5173,39173,21009,376
13-03-2026,Carrot,Vegetables,Kalaburagi APMC,Mysuru,Karnataka,2293,26304,18484,64
14-03-2026,Mango,Fruits,Udupi APMC,Belagavi,Karnataka,5769,18635,11981,888
15-03-2026,Bajra,Cereals,Chikkamagaluru APMC,Mysuru,Karnataka,5796,21694,12411,663
16-03-2026,Pomegranate,Fruits,Belagavi APMC,Davangere,Karnataka,7871,36266,22772,275
17-03-2026,Banana,Fruits,Chikkamagaluru APMC,Dharwad,Karnataka,3972,52991,20872,474
18-03-2026,Tobacco,Commercial Crops,Vijayapura APMC,Chitradurga,Karnataka,4922,52629,30865,839
19-03-2026,Cotton,Commercial Crops,Hubballi APMC,Chitradurga,Karnataka,5997,20003,13383,457
20-03-2026,Bajra,Cereals,Hubballi APMC,Hassan,Karnataka,8032,52425,35413,162
21-03-2026,Bajra,Cereals,Thirthahalli APMC,Tumakuru,Karnataka,1992,22948,16550,477
22-03-2026,Maize,Cereals,Chikkamagaluru APMC,Kalaburagi,Karnataka,9112,49775,25391,50
